Mod:Item:MetaData, Localized Name
thermaldynamics:cover:0, Maple Fence (Fireproof) Cover
thermaldynamics:cover:0, Citrus Fence (Fireproof) Cover
thermaldynamics:cover:0, Giant Sequoia Fence (Fireproof) Cover
thermaldynamics:cover:0, Ipe Fence (Fireproof) Cover
thermaldynamics:cover:0, Padauk Fence (Fireproof) Cover
thermaldynamics:cover:0, Cocobolo Fence (Fireproof) Cover
thermaldynamics:cover:0, Zebrawood Fence (Fireproof) Cover
thermaldynamics:cover:0, Oak Fence (Fireproof) Cover
thermaldynamics:cover:0, Spruce Fence (Fireproof) Cover
thermaldynamics:cover:0, Birch Fence (Fireproof) Cover
thermaldynamics:cover:0, Jungle Fence (Fireproof) Cover
thermaldynamics:cover:0, Acacia Fence (Fireproof) Cover
thermaldynamics:cover:0, Dark Oak Fence (Fireproof) Cover
thermaldynamics:cover:0, Larch Fence Gate Cover
thermaldynamics:cover:0, Larch Fence Gate (Fireproof) Cover
thermaldynamics:cover:0, Teak Fence Gate Cover
thermaldynamics:cover:0, Teak Fence Gate (Fireproof) Cover
thermaldynamics:cover:0, Desert Acacia Fence Gate Cover
thermaldynamics:cover:0, Desert Acacia Fence Gate (Fireproof) Cover
thermaldynamics:cover:0, Lime Fence Gate Cover
thermaldynamics:cover:0, Lime Fence Gate (Fireproof) Cover
thermaldynamics:cover:0, Chestnut Fence Gate Cover
thermaldynamics:cover:0, Chestnut Fence Gate (Fireproof) Cover
thermaldynamics:cover:0, Wenge Fence Gate Cover
thermaldynamics:cover:0, Wenge Fence Gate (Fireproof) Cover
thermaldynamics:cover:0, Baobab Fence Gate Cover
thermaldynamics:cover:0, Baobab Fence Gate (Fireproof) Cover
thermaldynamics:cover:0, Sequoia Fence Gate Cover
thermaldynamics:cover:0, Sequoia Fence Gate (Fireproof) Cover
thermaldynamics:cover:0, Kapok Fence Gate Cover
thermaldynamics:cover:0, Kapok Fence Gate (Fireproof) Cover
thermaldynamics:cover:0, Ebony Fence Gate Cover
thermaldynamics:cover:0, Ebony Fence Gate (Fireproof) Cover
thermaldynamics:cover:0, Mahogany Fence Gate Cover
thermaldynamics:cover:0, Mahogany Fence Gate (Fireproof) Cover
thermaldynamics:cover:0, Balsa Fence Gate Cover
thermaldynamics:cover:0, Balsa Fence Gate (Fireproof) Cover
thermaldynamics:cover:0, Willow Fence Gate Cover
thermaldynamics:cover:0, Willow Fence Gate (Fireproof) Cover
thermaldynamics:cover:0, Walnut Fence Gate Cover
thermaldynamics:cover:0, Walnut Fence Gate (Fireproof) Cover
thermaldynamics:cover:0, Greenheart Fence Gate Cover
thermaldynamics:cover:0, Greenheart Fence Gate (Fireproof) Cover
thermaldynamics:cover:0, Cherry Fence Gate Cover
thermaldynamics:cover:0, Cherry Fence Gate (Fireproof) Cover
thermaldynamics:cover:0, Mahoe Fence Gate Cover
thermaldynamics:cover:0, Mahoe Fence Gate (Fireproof) Cover
thermaldynamics:cover:0, Poplar Fence Gate Cover
thermaldynamics:cover:0, Poplar Fence Gate (Fireproof) Cover
thermaldynamics:cover:0, Palm Fence Gate Cover
thermaldynamics:cover:0, Palm Fence Gate (Fireproof) Cover
thermaldynamics:cover:0, Papaya Fence Gate Cover
thermaldynamics:cover:0, Papaya Fence Gate (Fireproof) Cover
thermaldynamics:cover:0, Pine Fence Gate Cover
thermaldynamics:cover:0, Pine Fence Gate (Fireproof) Cover
thermaldynamics:cover:0, Plum Fence Gate Cover
thermaldynamics:cover:0, Plum Fence Gate (Fireproof) Cover
thermaldynamics:cover:0, Maple Fence Gate Cover
thermaldynamics:cover:0, Maple Fence Gate (Fireproof) Cover
thermaldynamics:cover:0, Citrus Fence Gate Cover
thermaldynamics:cover:0, Citrus Fence Gate (Fireproof) Cover
thermaldynamics:cover:0, Giant Sequoia Fence Gate Cover
thermaldynamics:cover:0, Giant Sequoia Fence Gate (Fireproof) Cover
thermaldynamics:cover:0, Ipe Fence Gate Cover
thermaldynamics:cover:0, Ipe Fence Gate (Fireproof) Cover
thermaldynamics:cover:0, Padauk Fence Gate Cover
thermaldynamics:cover:0, Padauk Fence Gate (Fireproof) Cover
thermaldynamics:cover:0, Cocobolo Fence Gate Cover
thermaldynamics:cover:0, Cocobolo Fence Gate (Fireproof) Cover
thermaldynamics:cover:0, Zebrawood Fence Gate Cover
thermaldynamics:cover:0, Zebrawood Fence Gate (Fireproof) Cover
thermaldynamics:cover:0, Oak Fence Gate (Fireproof) Cover
thermaldynamics:cover:0, Spruce Fence Gate (Fireproof) Cover
thermaldynamics:cover:0, Birch Fence Gate (Fireproof) Cover
thermaldynamics:cover:0, Jungle Fence Gate (Fireproof) Cover
thermaldynamics:cover:0, Acacia Fence Gate (Fireproof) Cover
thermaldynamics:cover:0, Dark Oak Fence Gate (Fireproof) Cover
thermaldynamics:cover:0, Larch Stairs Cover
thermaldynamics:cover:0, Teak Stairs Cover
thermaldynamics:cover:0, Desert Acacia Stairs Cover
thermaldynamics:cover:0, Lime Stairs Cover
thermaldynamics:cover:0, Chestnut Stairs Cover
thermaldynamics:cover:0, Wenge Stairs Cover
thermaldynamics:cover:0, Baobab Stairs Cover
thermaldynamics:cover:0, Sequoia Stairs Cover
thermaldynamics:cover:0, Kapok Stairs Cover
thermaldynamics:cover:0, Ebony Stairs Cover
thermaldynamics:cover:0, Mahogany Stairs Cover
thermaldynamics:cover:0, Balsa Stairs Cover
thermaldynamics:cover:0, Willow Stairs Cover
thermaldynamics:cover:0, Walnut Stairs Cover
thermaldynamics:cover:0, Greenheart Stairs Cover
thermaldynamics:cover:0, Cherry Stairs Cover
thermaldynamics:cover:0, Mahoe Stairs Cover
thermaldynamics:cover:0, Poplar Stairs Cover
thermaldynamics:cover:0, Palm Stairs Cover
thermaldynamics:cover:0, Papaya Stairs Cover
thermaldynamics:cover:0, Pine Stairs Cover
thermaldynamics:cover:0, Plum Stairs Cover
thermaldynamics:cover:0, Maple Stairs Cover
thermaldynamics:cover:0, Citrus Stairs Cover
thermaldynamics:cover:0, Giant Sequoia Stairs Cover
thermaldynamics:cover:0, Ipe Stairs Cover
thermaldynamics:cover:0, Padauk Stairs Cover
thermaldynamics:cover:0, Cocobolo Stairs Cover
thermaldynamics:cover:0, Zebrawood Stairs Cover
thermaldynamics:cover:0, Larch Stairs (Fireproof) Cover
thermaldynamics:cover:0, Teak Stairs (Fireproof) Cover
thermaldynamics:cover:0, Desert Acacia Stairs (Fireproof) Cover
thermaldynamics:cover:0, Lime Stairs (Fireproof) Cover
thermaldynamics:cover:0, Chestnut Stairs (Fireproof) Cover
thermaldynamics:cover:0, Wenge Stairs (Fireproof) Cover
thermaldynamics:cover:0, Baobab Stairs (Fireproof) Cover
thermaldynamics:cover:0, Sequoia Stairs (Fireproof) Cover
thermaldynamics:cover:0, Kapok Stairs (Fireproof) Cover
thermaldynamics:cover:0, Ebony Stairs (Fireproof) Cover
thermaldynamics:cover:0, Mahogany Stairs (Fireproof) Cover
thermaldynamics:cover:0, Balsa Stairs (Fireproof) Cover
thermaldynamics:cover:0, Willow Stairs (Fireproof) Cover
thermaldynamics:cover:0, Walnut Stairs (Fireproof) Cover
thermaldynamics:cover:0, Greenheart Stairs (Fireproof) Cover
thermaldynamics:cover:0, Cherry Stairs (Fireproof) Cover
thermaldynamics:cover:0, Mahoe Stairs (Fireproof) Cover
thermaldynamics:cover:0, Poplar Stairs (Fireproof) Cover
thermaldynamics:cover:0, Palm Stairs (Fireproof) Cover
thermaldynamics:cover:0, Papaya Stairs (Fireproof) Cover
thermaldynamics:cover:0, Pine Stairs (Fireproof) Cover
thermaldynamics:cover:0, Plum Stairs (Fireproof) Cover
thermaldynamics:cover:0, Maple Stairs (Fireproof) Cover
thermaldynamics:cover:0, Citrus Stairs (Fireproof) Cover
thermaldynamics:cover:0, Giant Sequoia Stairs (Fireproof) Cover
thermaldynamics:cover:0, Ipe Stairs (Fireproof) Cover
thermaldynamics:cover:0, Padauk Stairs (Fireproof) Cover
thermaldynamics:cover:0, Cocobolo Stairs (Fireproof) Cover
thermaldynamics:cover:0, Zebrawood Stairs (Fireproof) Cover
thermaldynamics:cover:0, Oak Wood Stairs (Fireproof) Cover
thermaldynamics:cover:0, Spruce Wood Stairs (Fireproof) Cover
thermaldynamics:cover:0, Birch Wood Stairs (Fireproof) Cover
thermaldynamics:cover:0, Jungle Wood Stairs (Fireproof) Cover
thermaldynamics:cover:0, Acacia Wood Stairs (Fireproof) Cover
thermaldynamics:cover:0, Dark Oak Wood Stairs (Fireproof) Cover
thermaldynamics:cover:0, Larch Door Cover
thermaldynamics:cover:0, Teak Door Cover
thermaldynamics:cover:0, Desert Acacia Door Cover
thermaldynamics:cover:0, Lime Door Cover
thermaldynamics:cover:0, Chestnut Door Cover
thermaldynamics:cover:0, Wenge Door Cover
thermaldynamics:cover:0, Baobab Door Cover
thermaldynamics:cover:0, Sequoia Door Cover
thermaldynamics:cover:0, Kapok Door Cover
thermaldynamics:cover:0, Ebony Door Cover
thermaldynamics:cover:0, Mahogany Door Cover
thermaldynamics:cover:0, Balsa Door Cover
thermaldynamics:cover:0, Willow Door Cover
thermaldynamics:cover:0, Walnut Door Cover
thermaldynamics:cover:0, Greenheart Door Cover
thermaldynamics:cover:0, Cherry Door Cover
thermaldynamics:cover:0, Mahoe Door Cover
thermaldynamics:cover:0, Poplar Door Cover
thermaldynamics:cover:0, Palm Door Cover
thermaldynamics:cover:0, Papaya Door Cover
thermaldynamics:cover:0, Pine Door Cover
thermaldynamics:cover:0, Plum Door Cover
thermaldynamics:cover:0, Maple Door Cover
thermaldynamics:cover:0, Citrus Door Cover
thermaldynamics:cover:0, Giant Sequoia Door Cover
thermaldynamics:cover:0, Ipe Door Cover
thermaldynamics:cover:0, Padauk Door Cover
thermaldynamics:cover:0, Cocobolo Door Cover
thermaldynamics:cover:0, Zebrawood Door Cover
thermaldynamics:cover:0, Apple Oak Leaves Cover
thermaldynamics:cover:0, Dark Oak Leaves Cover
thermaldynamics:cover:0, Silver Birch Leaves Cover
thermaldynamics:cover:0, Silver Lime Leaves Cover
thermaldynamics:cover:0, Common Walnut Leaves Cover
thermaldynamics:cover:0, Sweet Chestnut Leaves Cover
thermaldynamics:cover:0, Hill Cherry Leaves Cover
thermaldynamics:cover:0, Lemon Leaves Cover
thermaldynamics:cover:0, Plum Leaves Cover
thermaldynamics:cover:0, Sugar Maple Leaves Cover
thermaldynamics:cover:0, Red Spruce Leaves Cover
thermaldynamics:cover:0, Mundane Larch Leaves Cover
thermaldynamics:cover:0, Bull Pine Leaves Cover
thermaldynamics:cover:0, Coast Sequoia Leaves Cover
thermaldynamics:cover:0, Giant Sequoia Leaves Cover
thermaldynamics:cover:0, Jungle Leaves Cover
thermaldynamics:cover:0, Teak Leaves Cover
thermaldynamics:cover:0, Ipe Leaves Cover
thermaldynamics:cover:0, Kapok Leaves Cover
thermaldynamics:cover:0, Myrtle Ebony Leaves Cover
thermaldynamics:cover:0, Zebrawood Leaves Cover
thermaldynamics:cover:0, Yellow Meranti Leaves Cover
thermaldynamics:cover:0, Acacia Leaves Cover
thermaldynamics:cover:0, Desert Acacia Leaves Cover
thermaldynamics:cover:0, Padauk Leaves Cover
thermaldynamics:cover:0, Balsa Leaves Cover
thermaldynamics:cover:0, Cocobolo Leaves Cover
thermaldynamics:cover:0, Wenge Leaves Cover
thermaldynamics:cover:0, Grandidier's Baobab Leaves Cover
thermaldynamics:cover:0, Blue Mahoe Leaves Cover
thermaldynamics:cover:0, White Willow Leaves Cover
thermaldynamics:cover:0, Sipiri Leaves Cover
thermaldynamics:cover:0, Papaya Leaves Cover
thermaldynamics:cover:0, Date Palm Leaves Cover
thermaldynamics:cover:0, White Poplar Leaves Cover
thermaldynamics:cover:0, Candle Stump Cover
thermaldynamics:cover:0, Honey Comb Block Cover
thermaldynamics:cover:0, Simmering Comb Block Cover
thermaldynamics:cover:0, Stringy Comb Block Cover
thermaldynamics:cover:0, Frozen Comb Block Cover
thermaldynamics:cover:0, Dripping Comb Block Cover
thermaldynamics:cover:0, Silky Comb Block Cover
thermaldynamics:cover:0, Parched Comb Block Cover
thermaldynamics:cover:0, Mossy Comb Block Cover
thermaldynamics:cover:0, Mellow Comb Block Cover
thermaldynamics:cover:0, Mutagen Cover
thermaldynamics:cover:0, Liquid DNA Cover
thermaldynamics:cover:0, Protein Cover
thermaldynamics:cover:0, Steam Cover
thermaldynamics:cover:0, Syngas Cover
thermaldynamics:cover:0, Rusty Hatch Cover
thermaldynamics:cover:0, Rusty Ladder Cover
thermaldynamics:cover:0, Hi-tech Door Cover
thermaldynamics:cover:0, Dungeon Glowstone Cover
thermaldynamics:cover:0, Tinted Glass Cover
thermaldynamics:cover:0, Orange Tinted Glass Cover
thermaldynamics:cover:0, Magenta Tinted Glass Cover
thermaldynamics:cover:0, Light Blue Tinted Glass Cover
thermaldynamics:cover:0, Yellow Tinted Glass Cover
thermaldynamics:cover:0, Lime Tinted Glass Cover
thermaldynamics:cover:0, Pink Tinted Glass Cover
thermaldynamics:cover:0, Gray Tinted Glass Cover
thermaldynamics:cover:0, Light Gray Tinted Glass Cover
thermaldynamics:cover:0, Cyan Tinted Glass Cover
thermaldynamics:cover:0, Purple Tinted Glass Cover
thermaldynamics:cover:0, Blue Tinted Glass Cover
thermaldynamics:cover:0, Brown Tinted Glass Cover
thermaldynamics:cover:0, Green Tinted Glass Cover
thermaldynamics:cover:0, Red Tinted Glass Cover
thermaldynamics:cover:0, Black Tinted Glass Cover
thermaldynamics:cover:0, Tinted Glass Pane Cover
thermaldynamics:cover:0, Orange Tinted Glass Pane Cover
thermaldynamics:cover:0, Magenta Tinted Glass Pane Cover
thermaldynamics:cover:0, Light Blue Tinted Glass Pane Cover
thermaldynamics:cover:0, Yellow Tinted Glass Pane Cover
thermaldynamics:cover:0, Lime Tinted Glass Pane Cover
thermaldynamics:cover:0, Pink Tinted Glass Pane Cover
thermaldynamics:cover:0, Gray Tinted Glass Pane Cover
thermaldynamics:cover:0, Light Gray Tinted Glass Pane Cover
thermaldynamics:cover:0, Cyan Tinted Glass Pane Cover
thermaldynamics:cover:0, Purple Tinted Glass Pane Cover
thermaldynamics:cover:0, Blue Tinted Glass Pane Cover
thermaldynamics:cover:0, Brown Tinted Glass Pane Cover
thermaldynamics:cover:0, Green Tinted Glass Pane Cover
thermaldynamics:cover:0, Red Tinted Glass Pane Cover
thermaldynamics:cover:0, Black Tinted Glass Pane Cover
thermaldynamics:cover:0, Polished Tin Decoration Block Cover
thermaldynamics:cover:0, Polished Aluminum Decoration Block Cover
thermaldynamics:cover:0, Diona Dungeon Brick Slab Cover
thermaldynamics:cover:0, Chalos Dungeon Brick Slab Cover
thermaldynamics:cover:0, Nibiru Dungeon Brick Slab Cover
thermaldynamics:cover:0, Diona Cobblestone Slab Cover
thermaldynamics:cover:0, Chalos Cobblestone Slab Cover
thermaldynamics:cover:0, Nibiru Cobblestone Slab Cover
thermaldynamics:cover:0, Cheese Spore Wood Slab Cover
thermaldynamics:cover:0, Infected Wood Slab Cover
thermaldynamics:cover:0, Infected Dead Oak Wood Slab Cover
thermaldynamics:cover:0, Alien Berry Oak Wood Slab Cover
thermaldynamics:cover:0, Diona Cobblestone Wall Cover
thermaldynamics:cover:0, Chalos Cobblestone Wall Cover
thermaldynamics:cover:0, Nibiru Cobblestone Wall Cover
thermaldynamics:cover:0, Diona Dungeon Brick Wall Cover
thermaldynamics:cover:0, Chalos Dungeon Brick Wall Cover
thermaldynamics:cover:0, Nibiru Dungeon Brick Wall Cover
thermaldynamics:cover:0, Space Portal Cover
thermaldynamics:cover:0, Diona Surface Rock Cover
thermaldynamics:cover:0, Diona Sub-Surface Rock Cover
thermaldynamics:cover:0, Diona Rock Cover
thermaldynamics:cover:0, Diona Cobblestone Cover
thermaldynamics:cover:0, Setrorium Ore Cover
thermaldynamics:cover:0, Illenium Ore Cover
thermaldynamics:cover:0, Tin Ore Cover
thermaldynamics:cover:0, Copper Ore Cover
thermaldynamics:cover:0, Aluminum Ore Cover
thermaldynamics:cover:0, Block of Setrorium Cover
thermaldynamics:cover:0, Block of Illenium Cover
thermaldynamics:cover:0, Diona Dungeon Brick Cover
thermaldynamics:cover:0, Albetius Worm Egg Rock Cover
thermaldynamics:cover:0, Infected Crystallized Planks Cover
thermaldynamics:cover:0, Infected Crystallized Fence Cover
thermaldynamics:cover:0, Infected Crystallized Web Cover
thermaldynamics:cover:0, Infected Crystallized Torch Cover
thermaldynamics:cover:0, Alien Miner Blood Cover
thermaldynamics:cover:0, Infected Crystallized Slime Block Cover
thermaldynamics:cover:0, Diona Cobblestone Stairs Cover
thermaldynamics:cover:0, Diona Dungeon Brick Stairs Cover
thermaldynamics:cover:0, Block of Glowing Iron Cover
thermaldynamics:cover:0, Koentus Surface Rock Cover
thermaldynamics:cover:0, Koentus Sub-Surface Rock Cover
thermaldynamics:cover:0, Koentus Rock Cover
thermaldynamics:cover:0, Koentus Cobblestone Cover
thermaldynamics:cover:0, Anti Gravity Ore Cover
thermaldynamics:cover:0, Goldenite Crystals Ore Cover
thermaldynamics:cover:0, Tin Ore Cover
thermaldynamics:cover:0, Copper Ore Cover
thermaldynamics:cover:0, Aluminum Ore Cover
thermaldynamics:cover:0, Iron Ore Cover
thermaldynamics:cover:0, Block of Anti Gravity Fragments Cover
thermaldynamics:cover:0, Block of Goldenite Crystals Cover
thermaldynamics:cover:0, Koentus Dungeon Brick Cover
thermaldynamics:cover:0, Fallen Koentus Meteor Cover
thermaldynamics:cover:0, White Glowing Hardened Ice Cover
thermaldynamics:cover:0, Orange Glowing Hardened Ice Cover
thermaldynamics:cover:0, Magenta Glowing Hardened Ice Cover
thermaldynamics:cover:0, Light Blue Glowing Hardened Ice Cover
thermaldynamics:cover:0, Yellow Glowing Hardened Ice Cover
thermaldynamics:cover:0, Lime Glowing Hardened Ice Cover
thermaldynamics:cover:0, Pink Glowing Hardened Ice Cover
thermaldynamics:cover:0, Gray Glowing Hardened Ice Cover
thermaldynamics:cover:0, Silver Glowing Hardened Ice Cover
thermaldynamics:cover:0, Cyan Glowing Hardened Ice Cover
thermaldynamics:cover:0, Purple Glowing Hardened Ice Cover
thermaldynamics:cover:0, Blue Glowing Hardened Ice Cover
thermaldynamics:cover:0, Brown Glowing Hardened Ice Cover
thermaldynamics:cover:0, Green Glowing Hardened Ice Cover
thermaldynamics:cover:0, Red Glowing Hardened Ice Cover
thermaldynamics:cover:0, Black Glowing Hardened Ice Cover
thermaldynamics:cover:0, Koentus Ice Cover
thermaldynamics:cover:0, Cheese Grass Cover
thermaldynamics:cover:0, Cheese Dirt Cover
thermaldynamics:cover:0, Cheese Coarse Dirt Cover
thermaldynamics:cover:0, Chalos Rock Cover
thermaldynamics:cover:0, Chalos Cobblestone Cover
thermaldynamics:cover:0, Diremsium Ore Cover
thermaldynamics:cover:0, Zyptorium Ore Cover
thermaldynamics:cover:0, Cheese Milk Ore Cover
thermaldynamics:cover:0, Iron Ore Cover
thermaldynamics:cover:0, Tin Ore Cover
thermaldynamics:cover:0, Copper Ore Cover
thermaldynamics:cover:0, Aluminum Ore Cover
thermaldynamics:cover:0, Block of Diremsium Cover
thermaldynamics:cover:0, Block of Zyptorium Cover
thermaldynamics:cover:0, Chalos Dungeon Brick Cover
thermaldynamics:cover:0, Cheese Spore Stem Cover
thermaldynamics:cover:0, Cheese Spore Cover
thermaldynamics:cover:0, Cheese Spore Planks Cover
thermaldynamics:cover:0, Cheese Slime Block Cover
thermaldynamics:cover:0, Cheese Milk Cake Cover
thermaldynamics:cover:0, Cheese Spore Flower Cover
thermaldynamics:cover:0, Cheese Tall Grass Cover
thermaldynamics:cover:0, Cheese Double Tall Grass Cover
thermaldynamics:cover:0, Chalos Crafting Table Cover
thermaldynamics:cover:0, Chalos Cobblestone Stairs Cover
thermaldynamics:cover:0, Chalos Dungeon Brick Stairs Cover
thermaldynamics:cover:0, Cheese Spore Stairs Cover
thermaldynamics:cover:0, Cheese Spore Fence Cover
thermaldynamics:cover:0, Cheese Spore Fence Gate Cover
thermaldynamics:cover:0, Infected Grass Cover
thermaldynamics:cover:0, Infected Dirt Cover
thermaldynamics:cover:0, Infected Coarse Dirt Cover
thermaldynamics:cover:0, Infected Tall Grass Cover
thermaldynamics:cover:0, Infected Fern Cover
thermaldynamics:cover:0, Green Vein Tall Grass Cover
thermaldynamics:cover:0, Infected Sand Cover
thermaldynamics:cover:0, Infected Cactus Cover
thermaldynamics:cover:0, Nibiru Rock Cover
thermaldynamics:cover:0, Nibiru Cobblestone Cover
thermaldynamics:cover:0, Nibiru Vein Cobblestone Cover
thermaldynamics:cover:0, Infected Stone Bricks Cover
thermaldynamics:cover:0, Infected Vein Stone Bricks Cover
thermaldynamics:cover:0, Cracked Infected Stone Bricks Cover
thermaldynamics:cover:0, Chiseled Infected Stone Bricks Cover
thermaldynamics:cover:0, Block of Inferumite Cover
thermaldynamics:cover:0, Nibiru Dungeon Brick Cover
